Date,Ticker,Asset,Open,High,Low,Close,Adj_Close,Volume,Dividends,Stock_Splits,Log_Return,Squared_Return,Target_Date,Target_Squared_Return,Role,Forecast_Horizon,Split
2010-06-30,^GSPC,S&P 500,1040.56005859375,1048.0799560546875,1028.3299560546875,1030.7099609375,1030.7099609375,5067080000,0.0,0.0,-1.016445397333528,1.033161245760514,2010-07-01,0.1053465488580436,Benchmark,1,Train
2010-07-01,^GSPC,S&P 500,1031.0999755859375,1033.5799560546875,1010.9099731445312,1027.3699951171875,1027.3699951171875,6435770000,0.0,0.0,-0.3245713309244112,0.1053465488580436,2010-07-02,0.2183946888955229,Benchmark,1,Train
2010-07-02,^GSPC,S&P 500,1027.6500244140625,1032.949951171875,1015.9299926757812,1022.5800170898438,1022.5800170898438,3968500000,0.0,0.0,-0.4673271754301508,0.2183946888955229,2010-07-06,0.2856609481206078,Benchmark,1,Train
2010-07-06,^GSPC,S&P 500,1028.0899658203125,1042.5,1018.3499755859376,1028.06005859375,1028.06005859375,4691240000,0.0,0.0,0.5344725887457726,0.2856609481206078,2010-07-07,9.51723919610408,Benchmark,1,Train
2010-07-07,^GSPC,S&P 500,1028.5400390625,1060.8900146484375,1028.5400390625,1060.27001953125,1060.27001953125,4931220000,0.0,0.0,3.0850023008263836,9.51723919610408,2010-07-08,0.8777169560322352,Benchmark,1,Train
2010-07-08,^GSPC,S&P 500,1062.9200439453125,1071.25,1058.239990234375,1070.25,1070.25,4548460000,0.0,0.0,0.936865495165787,0.8777169560322352,2010-07-09,0.5152459943779872,Benchmark,1,Train
2010-07-09,^GSPC,S&P 500,1070.5,1078.1600341796875,1068.0999755859375,1077.9599609375,1077.9599609375,3506570000,0.0,0.0,0.7178063766629461,0.5152459943779872,2010-07-12,0.0053675200057142,Benchmark,1,Train
2010-07-12,^GSPC,S&P 500,1077.22998046875,1080.780029296875,1070.449951171875,1078.75,1078.75,3426990000,0.0,0.0,0.0732633605952817,0.0053675200057142,2010-07-13,2.3292323321205486,Benchmark,1,Train
2010-07-13,^GSPC,S&P 500,1080.6500244140625,1099.4599609375,1080.6500244140625,1095.3399658203125,1095.3399658203125,4640460000,0.0,0.0,1.5261822735573063,2.3292323321205486,2010-07-14,0.0002406955672553,Benchmark,1,Train
2010-07-14,^GSPC,S&P 500,1095.6099853515625,1099.0799560546875,1087.6800537109375,1095.1700439453125,1095.1700439453125,4521050000,0.0,0.0,-0.0155143664793419,0.0002406955672553,2010-07-15,0.014289538008046,Benchmark,1,Train
