Ticker,Observations,Mean_Return,Median_Return,Std_Dev,Minimum,Maximum,Skewness,Excess_Kurtosis,Jarque_Bera_Statistic,Jarque_Bera_p_value
AAPL,4046,0.09134753575598717,0.09508458997044694,1.7669066210885964,-13.770823330355874,14.261735272251114,-0.17963828231787937,6.245270952089552,6577.715889098498,0.0
JPM,4046,0.06597755615548673,0.071880930118239,1.7182395829182113,-16.21061239898221,16.562039910855642,-0.10135328518796716,9.881094895557714,16421.15506209869,0.0
XOM,4046,0.03954715712099011,0.03852209151437875,1.5863326450825828,-13.039064460953856,11.944233743523409,-0.21905005610416056,6.745073666058708,7679.897414936283,0.0
JNJ,4046,0.04768745123587362,0.04308734248615325,1.0808916182478956,-10.57811664925344,7.694002114966296,-0.3011721089768848,8.854771897912098,13242.172206589932,0.0
WMT,4046,0.055497644230174926,0.07466005411536655,1.2593660292926625,-12.076456348798908,11.072262099928928,-0.15847851349875688,14.10221204289737,33453.66916329708,0.0
TSLA,4046,0.13037711168495522,0.1167707299438489,3.603713487094987,-23.65178944576766,21.82924101301382,-0.0038289838300229985,4.741324004599584,3778.0645749460587,0.0
^GSPC,4046,0.04876715623098158,0.0697215813610343,1.080442084937734,-12.765219747281742,9.089487983303645,-0.6225349408939834,14.118738956703282,33776.31524770955,0.0
