Date,Ticker,Asset,Open,High,Low,Close,Adj_Close,Volume,Dividends,Stock_Splits,Log_Return,Squared_Return
2010-06-30,^GSPC,S&P 500,1040.56005859375,1048.0799560546875,1028.3299560546875,1030.7099609375,1030.7099609375,5067080000,0.0,0.0,-1.0164453973335281,1.033161245760514
2010-07-01,^GSPC,S&P 500,1031.0999755859375,1033.5799560546875,1010.9099731445312,1027.3699951171875,1027.3699951171875,6435770000,0.0,0.0,-0.32457133092441126,0.10534654885804369
2010-07-02,^GSPC,S&P 500,1027.6500244140625,1032.949951171875,1015.9299926757812,1022.5800170898438,1022.5800170898438,3968500000,0.0,0.0,-0.4673271754301508,0.21839468889552294
2010-07-06,^GSPC,S&P 500,1028.0899658203125,1042.5,1018.3499755859376,1028.06005859375,1028.06005859375,4691240000,0.0,0.0,0.5344725887457726,0.2856609481206078
2010-07-07,^GSPC,S&P 500,1028.5400390625,1060.8900146484375,1028.5400390625,1060.27001953125,1060.27001953125,4931220000,0.0,0.0,3.0850023008263836,9.51723919610408
2010-07-08,^GSPC,S&P 500,1062.9200439453125,1071.25,1058.239990234375,1070.25,1070.25,4548460000,0.0,0.0,0.936865495165787,0.8777169560322352
2010-07-09,^GSPC,S&P 500,1070.5,1078.1600341796875,1068.0999755859375,1077.9599609375,1077.9599609375,3506570000,0.0,0.0,0.7178063766629461,0.5152459943779872
2010-07-12,^GSPC,S&P 500,1077.22998046875,1080.780029296875,1070.449951171875,1078.75,1078.75,3426990000,0.0,0.0,0.07326336059528174,0.005367520005714281
2010-07-13,^GSPC,S&P 500,1080.6500244140625,1099.4599609375,1080.6500244140625,1095.3399658203125,1095.3399658203125,4640460000,0.0,0.0,1.5261822735573063,2.3292323321205486
2010-07-14,^GSPC,S&P 500,1095.6099853515625,1099.0799560546875,1087.6800537109375,1095.1700439453125,1095.1700439453125,4521050000,0.0,0.0,-0.015514366479341991,0.0002406955672553304
2010-07-15,^GSPC,S&P 500,1094.4599609375,1098.6600341796875,1080.530029296875,1096.47998046875,1096.47998046875,4552470000,0.0,0.0,0.11953885564136067,0.014289538008046066
2010-07-16,^GSPC,S&P 500,1093.8499755859375,1093.8499755859375,1063.3199462890625,1064.8800048828125,1064.8800048828125,5297350000,0.0,0.0,-2.924290970075012,8.551477677662254
2010-07-19,^GSPC,S&P 500,1066.8499755859375,1074.699951171875,1061.1099853515625,1071.25,1071.25,4089500000,0.0,0.0,0.5964069587908596,0.35570126049416206
2010-07-20,^GSPC,S&P 500,1064.530029296875,1083.93994140625,1056.8800048828125,1083.47998046875,1083.47998046875,4713280000,0.0,0.0,1.1351874168992775,1.288650471486454
2010-07-21,^GSPC,S&P 500,1086.6700439453125,1088.9599609375,1065.25,1069.5899658203125,1069.5899658203125,4747180000,0.0,0.0,-1.2902699582286208,1.664796565107287
2010-07-22,^GSPC,S&P 500,1072.1400146484375,1097.5,1072.1400146484375,1093.6700439453125,1093.6700439453125,4826900000,0.0,0.0,2.2263687822425644,4.9567179545442395
2010-07-23,^GSPC,S&P 500,1092.1700439453125,1103.72998046875,1087.8800048828125,1102.6600341796875,1102.6600341796875,4524570000,0.0,0.0,0.8186420184344789,0.6701747543464778
2010-07-26,^GSPC,S&P 500,1102.8900146484375,1115.010009765625,1101.300048828125,1115.010009765625,1115.010009765625,4009650000,0.0,0.0,1.113790871672976,1.240530105822048
2010-07-27,^GSPC,S&P 500,1117.3599853515625,1120.949951171875,1109.780029296875,1113.8399658203125,1113.8399658203125,4725690000,0.0,0.0,-0.10499083075197903,0.011023074541990705
2010-07-28,^GSPC,S&P 500,1112.8399658203125,1114.6600341796875,1103.1099853515625,1106.1300048828125,1106.1300048828125,4002390000,0.0,0.0,-0.6946032638280119,0.48247369412052665
2010-07-29,^GSPC,S&P 500,1108.0699462890625,1115.9000244140625,1092.8199462890625,1101.530029296875,1101.530029296875,4612420000,0.0,0.0,-0.4167292220516642,0.17366324451178525
2010-07-30,^GSPC,S&P 500,1098.43994140625,1106.43994140625,1088.010009765625,1101.5999755859375,1101.5999755859375,4006450000,0.0,0.0,0.006349719619899018,4.031893925133052e-05
2010-08-02,^GSPC,S&P 500,1107.530029296875,1127.300048828125,1107.530029296875,1125.8599853515625,1125.8599853515625,4144180000,0.0,0.0,2.178352878116676,4.745221261599206
2010-08-03,^GSPC,S&P 500,1125.3399658203125,1125.43994140625,1116.760009765625,1120.4599609375,1120.4599609375,4071820000,0.0,0.0,-0.48078946413303936,0.23115850882133515
2010-08-04,^GSPC,S&P 500,1121.06005859375,1128.75,1119.4599609375,1127.239990234375,1127.239990234375,4057850000,0.0,0.0,0.6032878060028029,0.3639561768716755
2010-08-05,^GSPC,S&P 500,1125.780029296875,1126.56005859375,1118.81005859375,1125.81005859375,1125.81005859375,3685560000,0.0,0.0,-0.12693298432147423,0.016111982508755625
2010-08-06,^GSPC,S&P 500,1122.0699462890625,1123.06005859375,1107.1700439453125,1121.6400146484375,1121.6400146484375,3857890000,0.0,0.0,-0.37109155663972965,0.13770894340929768
2010-08-09,^GSPC,S&P 500,1122.800048828125,1129.239990234375,1120.9100341796875,1127.7900390625,1127.7900390625,3979360000,0.0,0.0,0.5468087107405527,0.29899976614174545
2010-08-10,^GSPC,S&P 500,1122.9200439453125,1127.1600341796875,1111.5799560546875,1121.06005859375,1121.06005859375,3979360000,0.0,0.0,-0.5985281603927614,0.35823595878314307
2010-08-11,^GSPC,S&P 500,1116.8900146484375,1116.8900146484375,1088.550048828125,1089.469970703125,1089.469970703125,4511860000,0.0,0.0,-2.8583405997961564,8.17011098444305
2010-08-12,^GSPC,S&P 500,1081.47998046875,1086.719970703125,1076.68994140625,1083.6099853515625,1083.6099853515625,4521050000,0.0,0.0,-0.5393266400071398,0.290873224621391
2010-08-13,^GSPC,S&P 500,1082.219970703125,1086.25,1079.0,1079.25,1079.25,3328890000,0.0,0.0,-0.4031690712189038,0.1625452999875135
2010-08-16,^GSPC,S&P 500,1077.489990234375,1082.6199951171875,1069.489990234375,1079.3800048828125,1079.3800048828125,3142450000,0.0,0.0,0.012045128871151445,0.0001450851295226461
2010-08-17,^GSPC,S&P 500,1081.1600341796875,1100.1400146484375,1081.1600341796875,1092.5400390625,1092.5400390625,3968210000,0.0,0.0,1.2118489601347648,1.468577902179711
2010-08-18,^GSPC,S&P 500,1092.0799560546875,1099.77001953125,1085.760009765625,1094.1600341796875,1094.1600341796875,3724260000,0.0,0.0,0.14816804859392602,0.02195377062413202
2010-08-19,^GSPC,S&P 500,1092.43994140625,1092.43994140625,1070.6600341796875,1075.6300048828125,1075.6300048828125,4290540000,0.0,0.0,-1.708043585689712,2.917412890615769
2010-08-20,^GSPC,S&P 500,1075.6300048828125,1075.6300048828125,1063.9100341796875,1071.68994140625,1071.68994140625,3761570000,0.0,0.0,-0.3669753922919338,0.13467093854781872
2010-08-23,^GSPC,S&P 500,1073.3599853515625,1081.5799560546875,1067.0799560546875,1067.3599853515625,1067.3599853515625,3210950000,0.0,0.0,-0.40484907945532,0.16390277713582002
2010-08-24,^GSPC,S&P 500,1063.199951171875,1063.199951171875,1046.6800537109375,1051.8699951171875,1051.8699951171875,4436330000,0.0,0.0,-1.4618768361991257,2.1370838842155653
2010-08-25,^GSPC,S&P 500,1048.97998046875,1059.3800048828125,1039.8299560546875,1055.3299560546875,1055.3299560546875,4360190000,0.0,0.0,0.3283944691638116,0.1078429273773816
2010-08-26,^GSPC,S&P 500,1056.280029296875,1061.449951171875,1045.4000244140625,1047.219970703125,1047.219970703125,3646710000,0.0,0.0,-0.7714466580892417,0.5951299462770594
2010-08-27,^GSPC,S&P 500,1049.27001953125,1065.2099609375,1039.699951171875,1064.5899658203125,1064.5899658203125,4102460000,0.0,0.0,1.6450710403283033,2.706258727726846
2010-08-30,^GSPC,S&P 500,1062.9000244140625,1064.4000244140625,1048.7900390625,1048.9200439453125,1048.9200439453125,2917990000,0.0,0.0,-1.4828611113085735,2.1988770754312976
2010-08-31,^GSPC,S&P 500,1046.8800048828125,1055.1400146484375,1040.8800048828125,1049.3299560546875,1049.3299560546875,4038770000,0.0,0.0,0.0390718088492601,0.00152660624675312
2010-09-01,^GSPC,S&P 500,1049.719970703125,1081.300048828125,1049.719970703125,1080.2900390625,1080.2900390625,4396880000,0.0,0.0,2.9077736386750193,8.455147533773362
2010-09-02,^GSPC,S&P 500,1080.6600341796875,1090.0999755859375,1080.3900146484375,1090.0999755859375,1090.0999755859375,3704210000,0.0,0.0,0.903985298673457,0.8171894202177392
2010-09-03,^GSPC,S&P 500,1093.6099853515625,1105.0999755859375,1093.6099853515625,1104.510009765625,1104.510009765625,3534500000,0.0,0.0,1.3132393793160997,1.7245976673865349
2010-09-07,^GSPC,S&P 500,1102.5999755859375,1102.5999755859375,1091.1500244140625,1091.8399658203125,1091.8399658203125,3107380000,0.0,0.0,-1.1537491412768315,1.331137080997026
2010-09-08,^GSPC,S&P 500,1092.3599853515625,1103.260009765625,1092.3599853515625,1098.8699951171875,1098.8699951171875,3224640000,0.0,0.0,0.6418059490903166,0.4119148762877221
2010-09-09,^GSPC,S&P 500,1101.1500244140625,1110.27001953125,1101.1500244140625,1104.1800537109375,1104.1800537109375,3387770000,0.0,0.0,0.48206520589967217,0.23238686273909331
2010-09-10,^GSPC,S&P 500,1104.5699462890625,1110.8800048828125,1103.9200439453125,1109.550048828125,1109.550048828125,3061160000,0.0,0.0,0.4851545040690317,0.2353748928184681
2010-09-13,^GSPC,S&P 500,1113.3800048828125,1123.8699951171875,1113.3800048828125,1121.9000244140625,1121.9000244140625,4521050000,0.0,0.0,1.106912660314444,1.2252556375643995
2010-09-14,^GSPC,S&P 500,1121.1600341796875,1127.3599853515625,1115.5799560546875,1121.0999755859375,1121.0999755859375,4521050000,0.0,0.0,-0.07133739296067344,0.0050890236344255406
2010-09-15,^GSPC,S&P 500,1119.4300537109375,1126.4599609375,1114.6300048828125,1125.0699462890625,1125.0699462890625,3369840000,0.0,0.0,0.35348838022687706,0.1249540349554212
2010-09-16,^GSPC,S&P 500,1123.8900146484375,1125.43994140625,1118.8800048828125,1124.6600341796875,1124.6600341796875,3364080000,0.0,0.0,-0.03644100558466401,0.0013279468880215135
2010-09-17,^GSPC,S&P 500,1126.3900146484375,1131.469970703125,1122.4300537109375,1125.5899658203125,1125.5899658203125,4086140000,0.0,0.0,0.0826514114932464,0.006831255821825943
2010-09-20,^GSPC,S&P 500,1126.5699462890625,1144.8599853515625,1126.5699462890625,1142.7099609375,1142.7099609375,3364080000,0.0,0.0,1.5095287889557545,2.278677164686227
2010-09-21,^GSPC,S&P 500,1142.8199462890625,1148.5899658203125,1136.219970703125,1139.780029296875,1139.780029296875,4175660000,0.0,0.0,-0.25673131207138566,0.06591096659789522
2010-09-22,^GSPC,S&P 500,1139.489990234375,1144.3800048828125,1131.5799560546875,1134.280029296875,1134.280029296875,3911070000,0.0,0.0,-0.4837172794451643,0.23398240643383117
2010-09-23,^GSPC,S&P 500,1131.0999755859375,1136.77001953125,1122.7900390625,1124.8299560546875,1124.8299560546875,3847850000,0.0,0.0,-0.8366240177841381,0.6999397471332738
2010-09-24,^GSPC,S&P 500,1131.68994140625,1148.9000244140625,1131.68994140625,1148.6700439453125,1148.6700439453125,4123950000,0.0,0.0,2.0972915547808246,4.398631865754969
2010-09-27,^GSPC,S&P 500,1148.6400146484375,1149.9200439453125,1142.0,1142.1600341796875,1142.1600341796875,3587860000,0.0,0.0,-0.5683553181933576,0.32302776771867275
2010-09-28,^GSPC,S&P 500,1142.31005859375,1150.0,1132.0899658203125,1147.699951171875,1147.699951171875,4025840000,0.0,0.0,0.4838660735848585,0.2341263771664277
2010-09-29,^GSPC,S&P 500,1146.75,1148.6300048828125,1140.260009765625,1144.72998046875,1144.72998046875,3990280000,0.0,0.0,-0.2591112883144724,0.06713865973198563
2010-09-30,^GSPC,S&P 500,1145.969970703125,1157.1600341796875,1136.0799560546875,1141.199951171875,1141.199951171875,4284160000,0.0,0.0,-0.30884867064552596,0.09538750135950856
2010-10-01,^GSPC,S&P 500,1143.489990234375,1150.300048828125,1139.4200439453125,1146.239990234375,1146.239990234375,4298910000,0.0,0.0,0.44067143598945757,0.1941913144970106
2010-10-04,^GSPC,S&P 500,1144.9599609375,1148.1600341796875,1131.8699951171875,1137.030029296875,1137.030029296875,3604110000,0.0,0.0,-0.8067386519721716,0.6508272525858767
2010-10-05,^GSPC,S&P 500,1140.6800537109375,1162.760009765625,1140.6800537109375,1160.75,1160.75,4068840000,0.0,0.0,2.064672250716406,4.26287150287835
2010-10-06,^GSPC,S&P 500,1159.81005859375,1162.3299560546875,1154.8499755859375,1159.969970703125,1159.969970703125,4073160000,0.0,0.0,-0.0672230459595621,0.004518937908081399
2010-10-07,^GSPC,S&P 500,1161.5699462890625,1163.8699951171875,1151.4100341796875,1158.06005859375,1158.06005859375,3910550000,0.0,0.0,-0.16478755817934904,0.027154939330712342
2010-10-08,^GSPC,S&P 500,1158.3599853515625,1167.72998046875,1155.5799560546875,1165.1500244140625,1165.1500244140625,3871420000,0.0,0.0,0.6103613171284074,0.37254093744672423
2010-10-11,^GSPC,S&P 500,1165.3199462890625,1168.6800537109375,1162.02001953125,1165.3199462890625,1165.3199462890625,2505900000,0.0,0.0,0.014582627318711123,0.00021265301951641993
2010-10-12,^GSPC,S&P 500,1164.280029296875,1172.5799560546875,1155.7099609375,1169.77001953125,1169.77001953125,4076170000,0.0,0.0,0.38114836641496563,0.1452740772207969
2010-10-13,^GSPC,S&P 500,1171.3199462890625,1184.3800048828125,1171.3199462890625,1178.0999755859375,1178.0999755859375,4969410000,0.0,0.0,0.7095785561559261,0.5035017273563288
2010-10-14,^GSPC,S&P 500,1177.8199462890625,1178.8900146484375,1166.7099609375,1173.81005859375,1173.81005859375,4969410000,0.0,0.0,-0.3648032184403023,0.1330813881844029
2010-10-15,^GSPC,S&P 500,1177.469970703125,1181.199951171875,1167.1199951171875,1176.18994140625,1176.18994140625,5724910000,0.0,0.0,0.2025432873275127,0.041023783241435366
2010-10-18,^GSPC,S&P 500,1176.8299560546875,1185.530029296875,1174.550048828125,1184.7099609375,1184.7099609375,4450050000,0.0,0.0,0.721763469070623,0.5209425052848602
2010-10-19,^GSPC,S&P 500,1178.6400146484375,1178.6400146484375,1159.7099609375,1165.9000244140625,1165.9000244140625,5600120000,0.0,0.0,-1.6004644029054833,2.5614863049676053
2010-10-20,^GSPC,S&P 500,1166.739990234375,1182.93994140625,1166.739990234375,1178.1700439453125,1178.1700439453125,5027880000,0.0,0.0,1.0469082613678415,1.0960169077202369
2010-10-21,^GSPC,S&P 500,1179.8199462890625,1189.4300537109375,1171.1700439453125,1180.260009765625,1180.260009765625,4625470000,0.0,0.0,0.17723369527991778,0.03141178274257475
2010-10-22,^GSPC,S&P 500,1180.52001953125,1183.9300537109375,1178.989990234375,1183.0799560546875,1183.0799560546875,3177890000,0.0,0.0,0.23864087842906395,0.05694946885739528
2010-10-25,^GSPC,S&P 500,1184.739990234375,1196.1400146484375,1184.739990234375,1185.6199951171875,1185.6199951171875,4221380000,0.0,0.0,0.214467014688162,0.0459961003892523
