Ticker,Asset,Role,GARCH,Historical Variance,LSTM,Random Forest
AAPL,Apple,Stock,2.0019045795495973,2.1626450534552206,2.074271358972069,2.079554300903126
JNJ,Johnson & Johnson,Stock,1.2902120208735126,1.3906303704670988,1.3120556496338034,1.2820129794502266
JPM,JPMorgan Chase,Stock,1.8624348384044023,1.989531238214125,1.8457373249978872,1.8419772813034336
TSLA,Tesla,Stock,3.6142817411834627,3.736281650096755,3.698278624177137,3.6555593887072257
WMT,Walmart,Stock,1.7337850218180075,1.9687584969076513,1.8055701776774207,1.863368772353499
XOM,Exxon Mobil,Stock,1.7377641428914004,1.7611479756371726,1.8225911621361244,1.7373432065753833
^GSPC,S&P 500,Benchmark,0.7363238980359751,0.868669142617824,0.6319534481503737,0.711634521154872
