Date,Target_Date,Ticker,Asset,Role,Split,Log_Return,Squared_Return,Target_Squared_Return
2011-10-20,2011-10-21,TSLA,Tesla,Stock,Train,-0.837724155810893,0.7017817612290733,6.21232264722468
2011-10-21,2011-10-24,TSLA,Tesla,Stock,Train,2.4924531384209976,6.21232264722468,3.378680347364555
2011-10-24,2011-10-25,TSLA,Tesla,Stock,Train,1.8381186978442263,3.378680347364555,1.115869095993825
2011-10-25,2011-10-26,TSLA,Tesla,Stock,Train,-1.0563470528163674,1.115869095993825,0.9222709330244382
2011-10-26,2011-10-27,TSLA,Tesla,Stock,Train,-0.9603493807070624,0.9222709330244382,7.560076290805199
2011-10-27,2011-10-28,TSLA,Tesla,Stock,Train,2.7495592902872996,7.560076290805199,14.34069203000248
2011-10-28,2011-10-31,TSLA,Tesla,Stock,Train,3.78691061816918,14.34069203000248,2.8495978128243693
2011-10-31,2011-11-01,TSLA,Tesla,Stock,Train,-1.6880751798496323,2.8495978128243693,2.830659565930186
2011-11-01,2011-11-02,TSLA,Tesla,Stock,Train,-1.682456408329852,2.830659565930186,0.3485297477817677
2011-11-02,2011-11-03,TSLA,Tesla,Stock,Train,-0.5903640807008568,0.3485297477817677,150.70770344555953
2011-11-03,2011-11-04,TSLA,Tesla,Stock,Train,12.27630658812167,150.70770344555953,0.2145336511545039
2011-11-04,2011-11-07,TSLA,Tesla,Stock,Train,-0.4631777748926474,0.2145336511545039,10.70433790512552
2011-11-07,2011-11-08,TSLA,Tesla,Stock,Train,-3.271748447715001,10.70433790512552,3.263166671877919
2011-11-08,2011-11-09,TSLA,Tesla,Stock,Train,1.806423724345404,3.263166671877919,9.37259418465684
2011-11-09,2011-11-10,TSLA,Tesla,Stock,Train,-3.061469285270855,9.37259418465684,2.093046260628583
2011-11-10,2011-11-11,TSLA,Tesla,Stock,Train,1.4467364171225463,2.093046260628583,50.60862821826456
2011-11-11,2011-11-14,TSLA,Tesla,Stock,Train,7.113974150800982,50.60862821826456,1.5784590810315884
2011-11-14,2011-11-15,TSLA,Tesla,Stock,Train,-1.256367414824019,1.5784590810315884,4.47209322944154
2011-11-15,2011-11-16,TSLA,Tesla,Stock,Train,2.114732425022499,4.47209322944154,8.603999235060442
2011-11-16,2011-11-17,TSLA,Tesla,Stock,Train,2.933257444388481,8.603999235060442,13.489583892536542
2011-11-17,2011-11-18,TSLA,Tesla,Stock,Train,-3.672816887967128,13.489583892536542,10.62233174377784
2011-11-18,2011-11-21,TSLA,Tesla,Stock,Train,-3.2591918850809996,10.62233174377784,6.814529711283214
2011-11-21,2011-11-22,TSLA,Tesla,Stock,Train,-2.6104654204342976,6.814529711283214,0.943534547955794
2011-11-22,2011-11-23,TSLA,Tesla,Stock,Train,0.9713570651185864,0.943534547955794,3.811027232403685
2011-11-23,2011-11-25,TSLA,Tesla,Stock,Train,-1.9521852454118396,3.811027232403685,0.4428957300203486
2011-11-25,2011-11-28,TSLA,Tesla,Stock,Train,0.6655041172076613,0.4428957300203486,7.857064682019834
2011-11-28,2011-11-29,TSLA,Tesla,Stock,Train,2.8030456082660935,7.857064682019834,6.346250644764728
2011-11-29,2011-11-30,TSLA,Tesla,Stock,Train,-2.5191765807034505,6.346250644764728,9.427868549707386
2011-11-30,2011-12-01,TSLA,Tesla,Stock,Train,3.0704834390869764,9.427868549707386,0.1836662305090449
2011-12-01,2011-12-02,TSLA,Tesla,Stock,Train,-0.4285629831297203,0.1836662305090449,4.513630806975403
