Date,Target_Date,Ticker,Asset,Role,Split,Return_Lag1,Return_Lag2,Return_Lag3,Return_Lag5,Return_Lag10,Return_Lag21,Squared_Return_Lag1,Squared_Return_Lag2,Squared_Return_Lag3,Squared_Return_Lag5,Squared_Return_Lag10,Squared_Return_Lag21,Rolling_Vol_5,Rolling_Vol_10,Rolling_Vol_21,Rolling_Vol_63,Target_Squared_Return
2010-10-12,2010-10-13,AAPL,Apple,Stock,Train,1.070910479569775,0.4377047416612298,1.662994736897442,0.0865339216485387,0.1775861012514221,0.3812462394578182,1.1468492552523657,0.1915854408727239,2.7655514949485926,0.0074881195958754,0.0315368233576803,0.1453486951007281,0.7026727606016386,1.4694876628510305,1.3282026627969286,1.365369387893254,0.28572389695686
2010-10-13,2010-10-14,AAPL,Apple,Stock,Train,0.5345314742434351,1.070910479569775,0.4377047416612298,0.0103305323937757,-1.2676421959057915,0.8025127099445204,0.28572389695686,1.1468492552523657,0.1915854408727239,0.0001067198995388,1.6069167368408577,0.6440266496224979,0.6378448155610177,1.467843533826388,1.3277597788918059,1.3621734829819196,0.5189888373587964
2010-10-14,2010-10-15,AAPL,Apple,Stock,Train,0.7204087987794128,0.5345314742434351,1.070910479569775,1.662994736897442,-0.4344460351914969,2.322740176491235,0.5189888373587964,0.28572389695686,1.1468492552523657,2.7655514949485926,0.1887433574936113,5.395121927486535,0.4974508859194637,1.3407772034992622,1.3270635070837553,1.358354797309175,16.235899672944207
2010-10-15,2010-10-18,AAPL,Apple,Stock,Train,4.02937956426845,0.7204087987794128,0.5345314742434351,0.4377047416612298,-1.382911034978269,-0.4348188595905152,16.235899672944207,0.5189888373587964,0.28572389695686,0.1915854408727239,1.912442930664667,0.1890674406555961,1.5124693188230864,1.6525139758159142,1.4849257426981168,1.41178451720639,1.0617649275414875
2010-10-18,2010-10-19,AAPL,Apple,Stock,Train,1.0304197821963084,4.02937956426845,0.7204087987794128,1.070910479569775,3.6298888882434377,2.814405183231574,1.0617649275414875,16.235899672944207,0.5189888373587964,1.1468492552523657,13.17609334099318,7.920876535400753,1.4439235707710143,1.4115178130560917,1.4674202929011944,1.3874469542626728,7.357926104515033
2010-10-19,2010-10-20,AAPL,Apple,Stock,Train,-2.712549742311656,1.0304197821963084,4.02937956426845,0.5345314742434351,0.0865339216485387,0.1904564319382435,7.357926104515033,1.0617649275414875,16.235899672944207,0.28572389695686,0.0074881195958754,0.0362736524666467,2.3908758362298226,1.661701995351455,1.5592516282623567,1.4386915443880912,0.1125353526983901
2010-10-20,2010-10-21,AAPL,Apple,Stock,Train,0.335462893176563,-2.712549742311656,1.0304197821963084,0.7204087987794128,0.0103305323937757,1.3928126866122668,0.1125353526983901,7.357926104515033,1.0617649275414875,0.5189888373587964,0.0001067198995388,1.9399271799880804,2.3963966691603718,1.65355075462065,1.5584948481846075,1.4249452452469593,0.1061118322333211
2010-10-21,2010-10-22,AAPL,Apple,Stock,Train,-0.3257481116343134,0.335462893176563,-2.712549742311656,4.02937956426845,1.662994736897442,0.4057658452914754,0.1061118322333211,0.1125353526983901,7.357926104515033,16.235899672944207,2.7655514949485926,0.1646459212051055,2.437374697643204,1.6727000713956979,1.550461617918843,1.427008206249754,0.4415828995452837
2010-10-22,2010-10-25,AAPL,Apple,Stock,Train,-0.6645170423287003,-0.3257481116343134,0.335462893176563,1.0304197821963084,0.4377047416612298,1.169919784904705,0.4415828995452837,0.1061118322333211,0.1125353526983901,1.0617649275414875,0.1915854408727239,1.368712303111471,1.4131233735519813,1.6823717415545056,1.56595672449433,1.430404520801031,0.1976288974501584
2010-10-25,2010-10-26,AAPL,Apple,Stock,Train,0.4445547181733182,-0.6645170423287003,-0.3257481116343134,-2.712549742311656,1.070910479569775,-0.3976091451351773,0.1976288974501584,0.4415828995452837,0.1061118322333211,7.357926104515033,1.1468492552523657,0.1580930322951265,1.275464257896851,1.6823695641179823,1.553675581211909,1.4165483003414598,0.0655813295254146
2010-10-26,2010-10-27,AAPL,Apple,Stock,Train,-0.2560885189254189,0.4445547181733182,-0.6645170423287003,0.335462893176563,0.5345314742434351,-1.4878559991090752,0.0655813295254146,0.1976288974501584,0.4415828995452837,0.1125353526983901,0.28572389695686,2.2137154740848644,0.4690273038412386,1.6799598485765523,1.550977041012053,1.4061244005195062,0.0051088314202368
2010-10-27,2010-10-28,AAPL,Apple,Stock,Train,-0.0714760898499411,-0.2560885189254189,0.4445547181733182,-0.3257481116343134,0.7204087987794128,0.1775861012514221,0.0051088314202368,0.0655813295254146,0.1976288974501584,0.1061118322333211,0.5189888373587964,0.0315368233576803,0.40727506966496574,1.6820330449781824,1.5007631801478498,1.3960038762535052,0.7138249074500547
2010-10-28,2010-10-29,AAPL,Apple,Stock,Train,-0.8448815937455701,-0.0714760898499411,-0.2560885189254189,-0.6645170423287003,4.02937956426845,-1.2676421959057915,0.7138249074500547,0.0051088314202368,0.0655813295254146,0.4415828995452837,16.235899672944207,1.6069167368408577,0.5089122135395714,1.7063583040045245,1.5225856382382297,1.4011021797701189,1.9754664225558731
2010-10-29,2010-11-01,AAPL,Apple,Stock,Train,-1.4055128681573403,-0.8448815937455701,-0.0714760898499411,0.4445547181733182,1.0304197821963084,-0.4344460351914969,1.9754664225558731,0.7138249074500547,0.0051088314202368,0.1976288974501584,1.0617649275414875,0.1887433574936113,0.7154242730968002,1.0561534293516595,1.5299052218343605,1.403400535167325,1.1184773160258132
2010-11-01,2010-11-02,AAPL,Apple,Stock,Train,1.0575808791888277,-1.4055128681573403,-0.8448815937455701,-0.2560885189254189,-2.712549742311656,-1.382911034978269,1.1184773160258132,1.9754664225558731,0.7138249074500547,0.0655813295254146,7.357926104515033,1.912442930664667,0.9241413363152396,1.0604015519288843,1.5296774463294853,1.4071120056703523,2.8514160093169414
2010-11-02,2010-11-03,AAPL,Apple,Stock,Train,1.6886136352987742,1.0575808791888277,-1.4055128681573403,-0.0714760898499411,0.335462893176563,3.6298888882434377,2.8514160093169414,1.1184773160258132,1.9754664225558731,0.0051088314202368,0.1125353526983901,13.17609334099318,1.2872726325160058,0.9181840348437105,1.5021166512739235,1.4188310947480467,1.2229396929915015
2010-11-03,2010-11-04,AAPL,Apple,Stock,Train,1.1058660375432017,1.6886136352987742,1.0575808791888277,-0.8448815937455701,-0.3257481116343134,0.0865339216485387,1.2229396929915015,2.8514160093169414,1.1184773160258132,0.7138249074500547,0.1061118322333211,0.0074881195958754,1.3573003992748882,0.9800840546146469,1.3301245355866542,1.419528696658825,3.0052533273529813
2010-11-04,2010-11-05,AAPL,Apple,Stock,Train,1.733566649238783,1.1058660375432017,1.6886136352987742,-1.4055128681573403,-0.6645170423287003,0.0103305323937757,3.0052533273529813,1.2229396929915015,2.8514160093169414,1.9754664225558731,0.4415828995452837,0.0001067198995388,1.29217661338002,1.0964665099668818,1.3603051721946045,1.4263612347095123,0.1287205765506896
2010-11-05,2010-11-08,AAPL,Apple,Stock,Train,-0.3587764994403754,1.733566649238783,1.1058660375432017,1.0575808791888277,0.4445547181733182,1.662994736897442,0.1287205765506896,3.0052533273529813,1.2229396929915015,1.1184773160258132,0.1976288974501584,2.7655514949485926,0.8459925044578458,1.0712130340581651,1.368713816208578,1.4283155117751816,0.2196766919947693
2010-11-08,2010-11-09,AAPL,Apple,Stock,Train,0.4686968017756995,-0.3587764994403754,1.733566649238783,1.6886136352987742,-0.2560885189254189,0.4377047416612298,0.2196766919947693,0.1287205765506896,3.0052533273529813,2.8514160093169414,0.0655813295254146,0.1915854408727239,0.8840050079563166,1.0715787595605772,1.3398059930427537,1.4201106618665933,0.6405990773702757
2010-11-09,2010-11-10,AAPL,Apple,Stock,Train,-0.8003743357768761,0.4686968017756995,-0.3587764994403754,1.1058660375432017,-0.0714760898499411,1.070910479569775,0.6405990773702757,0.2196766919947693,0.1287205765506896,1.2229396929915015,0.0051088314202368,1.1468492552523657,1.036046272586034,1.1165071636153323,1.364240836961989,1.3357023210875711,0.3782964134128955
2010-11-10,2010-11-11,AAPL,Apple,Stock,Train,0.6150580569449485,-0.8003743357768761,0.4686968017756995,1.733566649238783,-0.8448815937455701,0.5345314742434351,0.3782964134128955,0.6405990773702757,0.2196766919947693,3.0052533273529813,0.7138249074500547,0.28572389695686,0.9775786529345317,1.1151490614345823,1.355340665718301,1.335633081889942,0.1890879510247576
2010-11-11,2010-11-12,AAPL,Apple,Stock,Train,-0.4348424439090067,0.6150580569449485,-0.8003743357768761,-0.3587764994403754,-1.4055128681573403,0.7204087987794128,0.1890879510247576,0.3782964134128955,0.6405990773702757,0.1287205765506896,1.9754664225558731,0.5189888373587964,0.6132519998381175,1.0740957208083899,1.363477967902506,1.3268792662206317,7.617702947977016
2010-11-12,2010-11-15,AAPL,Apple,Stock,Train,-2.7600186499328254,-0.4348424439090067,0.6150580569449485,0.4686968017756995,1.0575808791888277,4.02937956426845,7.617702947977016,0.1890879510247576,0.3782964134128955,0.2196766919947693,1.1184773160258132,16.235899672944207,1.3555459471036344,1.3677262607739744,1.5079505172731964,1.3796307056698944,0.1036432086332908
2010-11-15,2010-11-16,AAPL,Apple,Stock,Train,-0.3219366531373693,-2.7600186499328254,-0.4348424439090067,-0.8003743357768761,1.6886136352987742,1.0304197821963084,0.1036432086332908,7.617702947977016,0.1890879510247576,0.6405990773702757,2.8514160093169414,1.0617649275414875,1.2438046416536603,1.3445260994117156,1.2087431391682508,1.3705741803703682,3.2076447257811003
2010-11-16,2010-11-17,AAPL,Apple,Stock,Train,-1.7909898731654237,-0.3219366531373693,-2.7600186499328254,0.6150580569449485,1.1058660375432017,-2.712549742311656,3.2076447257811003,0.1036432086332908,7.617702947977016,0.3782964134128955,1.2229396929915015,7.357926104515033,1.33154356820979,1.3361011997578083,1.2313094044893071,1.395856744771235,0.1310263260229878
2010-11-17,2010-11-18,AAPL,Apple,Stock,Train,-0.3619755876063851,-1.7909898731654237,-0.3219366531373693,-0.4348424439090067,1.733566649238783,0.335462893176563,0.1310263260229878,3.2076447257811003,0.1036432086332908,0.1890879510247576,3.0052533273529813,0.1125353526983901,1.0977092275559333,1.247769733895325,1.0958684929924334,1.3842765611013983,6.784063862362447
2010-11-18,2010-11-19,AAPL,Apple,Stock,Train,2.604623554827539,-0.3619755876063851,-1.7909898731654237,-2.7600186499328254,-0.3587764994403754,-0.3257481116343134,6.784063862362447,0.1310263260229878,3.2076447257811003,7.617702947977016,0.1287205765506896,0.1061118322333211,2.028570210100393,1.4303909868425844,1.2466339919708396,1.4135476721234237,0.3054432221680892
2010-11-19,2010-11-22,AAPL,Apple,Stock,Train,-0.5526691796799322,2.604623554827539,-0.3619755876063851,-0.3219366531373693,0.4686968017756995,-0.6645170423287003,0.3054432221680892,6.784063862362447,0.1310263260229878,0.1036432086332908,0.2196766919947693,0.4415828995452837,1.6198799636873735,1.4323773250370113,1.2502827765214128,1.3975791046855266,4.572990592188655
2010-11-22,2010-11-23,AAPL,Apple,Stock,Train,2.1384551882582565,-0.5526691796799322,2.604623554827539,-1.7909898731654237,-0.8003743357768761,0.4445547181733182,4.572990592188655,0.3054432221680892,6.784063862362447,3.2076447257811003,0.6405990773702757,0.1976288974501584,1.8822149873388292,1.6211582187377458,1.3278393067134897,1.3695937452298124,2.215730328628018
2010-11-23,2010-11-24,AAPL,Apple,Stock,Train,-1.4885329450932612,2.1384551882582565,-0.5526691796799322,-0.3619755876063851,0.6150580569449485,-0.2560885189254189,2.215730328628018,4.572990592188655,0.3054432221680892,0.1310263260229878,0.3782964134128955,0.0655813295254146,1.7968185053498174,1.6650675451053267,1.3684413279590222,1.386543621316414,3.7909875950630463
2010-11-24,2010-11-26,AAPL,Apple,Stock,Train,1.9470458636259824,-1.4885329450932612,2.1384551882582565,2.604623554827539,-0.4348424439090067,-0.0714760898499411,3.7909875950630463,2.215730328628018,4.572990592188655,6.784063862362447,0.1890879510247576,0.0051088314202368,1.826658120160657,1.7892925101249024,1.4309853064289868,1.3875500256609392,0.0040370124989738
2010-11-26,2010-11-29,AAPL,Apple,Stock,Train,0.0635374889256245,1.9470458636259824,-1.4885329450932612,-0.5526691796799322,-2.7600186499328254,-0.8448815937455701,0.0040370124989738,3.7909875950630463,2.215730328628018,0.3054432221680892,7.617702947977016,0.7138249074500547,1.581185779659741,1.7859318542835998,1.4304644032092528,1.388208585765959,0.3503531663874299
2010-11-29,2010-11-30,AAPL,Apple,Stock,Train,0.5919063831277966,0.0635374889256245,1.9470458636259824,2.1384551882582565,-0.3219366531373693,-1.4055128681573403,0.3503531663874299,0.0040370124989738,3.7909875950630463,4.572990592188655,0.1036432086332908,1.9754664225558731,1.4847947634892191,1.515304635713862,1.416822535255036,1.3883543938187883,3.318601117978987
2010-11-30,2010-12-01,AAPL,Apple,Stock,Train,-1.821702807260006,0.5919063831277966,0.0635374889256245,-1.4885329450932612,-1.7909898731654237,1.0575808791888277,3.318601117978987,0.3503531663874299,0.0040370124989738,2.215730328628018,3.2076447257811003,1.1184773160258132,1.5475406566333665,1.6500528021551009,1.4427547319907603,1.4167951561163912,2.799599174337677
2010-12-01,2010-12-02,AAPL,Apple,Stock,Train,1.673200279206789,-1.821702807260006,0.5919063831277966,1.9470458636259824,-0.3619755876063851,1.6886136352987742,2.799599174337677,3.318601117978987,0.3503531663874299,3.7909875950630463,0.1310263260229878,2.8514160093169414,1.504922541464139,1.5625725211072117,1.46797586124753,1.3890357366431387,0.3042619694802875
2010-12-02,2010-12-03,AAPL,Apple,Stock,Train,0.5515994647208131,1.673200279206789,-1.821702807260006,0.0635374889256245,2.604623554827539,1.1058660375432017,0.3042619694802875,2.799599174337677,3.318601117978987,0.0040370124989738,6.784063862362447,1.2229396929915015,1.279917059025488,1.5343675613414043,1.4303297234970045,1.3884656289930335,0.0499123154259889
2010-12-03,2010-12-06,AAPL,Apple,Stock,Train,-0.2234106430454667,0.5515994647208131,1.673200279206789,0.5919063831277966,-0.5526691796799322,1.733566649238783,0.0499123154259889,0.3042619694802875,2.799599174337677,0.3503531663874299,0.3054432221680892,3.0052533273529813,1.2945710382060498,1.369623034273728,1.414467866349,1.361017606318209,0.7225629337395523
2010-12-06,2010-12-07,AAPL,Apple,Stock,Train,0.8500370190406723,-0.2234106430454667,0.5515994647208131,-1.821702807260006,2.1384551882582565,-0.3587764994403754,0.7225629337395523,0.0499123154259889,0.3042619694802875,3.318601117978987,4.572990592188655,0.1287205765506896,1.32125617224994,1.345584050814262,1.3751077241580696,1.3596435949704153,0.3693924599023671
2010-12-07,2010-12-08,AAPL,Apple,Stock,Train,-0.6077766529757186,0.8500370190406723,-0.2234106430454667,1.673200279206789,-1.4885329450932612,0.4686968017756995,0.3693924599023671,0.7225629337395523,0.0499123154259889,2.799599174337677,2.215730328628018,0.2196766919947693,0.8998522471466484,1.2333125283193946,1.3796758783544094,1.3488027226783001,0.767520949840224
2010-12-08,2010-12-09,AAPL,Apple,Stock,Train,0.8760827300205295,-0.6077766529757186,0.8500370190406723,0.5515994647208131,1.9470458636259824,-0.8003743357768761,0.767520949840224,0.3693924599023671,0.7225629337395523,0.3042619694802875,3.7909875950630463,0.6405990773702757,0.6699178514131913,1.1033194233717096,1.3891879460476828,1.3503403888448902,0.1521894707091479
2010-12-09,2010-12-10,AAPL,Apple,Stock,Train,-0.390114689173771,0.8760827300205295,-0.6077766529757186,-0.2234106430454667,0.0635374889256245,0.6150580569449485,0.1521894707091479,0.767520949840224,0.3693924599023671,0.0499123154259889,0.0040370124989738,0.3782964134128955,0.7089798894669562,0.9771853894193838,1.379696326699975,1.3530811047769706,0.0624175931256908
2010-12-10,2010-12-13,AAPL,Apple,Stock,Train,0.2498351318883933,-0.390114689173771,0.8760827300205295,0.8500370190406723,0.5919063831277966,-0.4348424439090067,0.0624175931256908,0.1521894707091479,0.767520949840224,0.7225629337395523,0.3503531663874299,0.1890879510247576,0.6860688285680521,0.9769954772820403,1.3745776183682883,1.3462564649057012,0.1194924869346747
2010-12-13,2010-12-14,AAPL,Apple,Stock,Train,0.3456768533394661,0.2498351318883933,-0.390114689173771,-0.6077766529757186,-1.821702807260006,-2.7600186499328254,0.1194924869346747,0.0624175931256908,0.1521894707091479,0.3693924599023671,3.318601117978987,7.617702947977016,0.5971042587720888,0.968384754316207,1.3717100167713567,1.3462250193401128,0.1848408169603086
2010-12-14,2010-12-15,AAPL,Apple,Stock,Train,-0.4299311770043068,0.3456768533394661,0.2498351318883933,0.8760827300205295,1.673200279206789,-0.3219366531373693,0.1848408169603086,0.1194924869346747,0.0624175931256908,0.767520949840224,2.799599174337677,0.1036432086332908,0.5480780366483156,0.7221859441652675,1.2163742405495834,1.3476022204970133,0.0004795583596748
2010-12-15,2010-12-16,AAPL,Apple,Stock,Train,0.0218988209654036,-0.4299311770043068,0.3456768533394661,-0.390114689173771,0.5515994647208131,-1.7909898731654237,0.0004795583596748,0.1848408169603086,0.1194924869346747,0.1521894707091479,0.3042619694802875,3.2076447257811003,0.35749396239045106,0.5352406120614667,1.2115016573011004,1.3220033231988395,0.0769347274677417
2010-12-16,2010-12-17,AAPL,Apple,Stock,Train,0.2773711006354876,0.0218988209654036,-0.4299311770043068,0.2498351318883933,-0.2234106430454667,-0.3619755876063851,0.0769347274677417,0.0004795583596748,0.1848408169603086,0.0624175931256908,0.0499123154259889,0.1310263260229878,0.31660225150985577,0.5176568590721209,1.1221348631726484,1.3192400888781894,0.0397764151422245
2010-12-17,2010-12-20,AAPL,Apple,Stock,Train,-0.1994402545681903,0.2773711006354876,0.0218988209654036,0.3456768533394661,0.8500370190406723,2.604623554827539,0.0397764151422245,0.0769347274677417,0.0004795583596748,0.1194924869346747,0.7225629337395523,6.784063862362447,0.32460571721722364,0.5160615369600363,1.117887948626801,1.278567796933311,0.2478416930505058
2010-12-20,2010-12-21,AAPL,Apple,Stock,Train,0.4978370145444248,-0.1994402545681903,0.2773711006354876,-0.4299311770043068,-0.6077766529757186,-0.5526691796799322,0.2478416930505058,0.0397764151422245,0.0769347274677417,0.1848408169603086,0.3693924599023671,0.3054432221680892,0.3688652094876966,0.46901099111898015,0.9885750533445173,1.2791296748483105,0.3791060821529569
2010-12-21,2010-12-22,AAPL,Apple,Stock,Train,0.6157159102645935,0.4978370145444248,-0.1994402545681903,0.0218988209654036,0.8760827300205295,2.1384551882582565,0.3791060821529569,0.2478416930505058,0.0397764151422245,0.0004795583596748,0.767520949840224,4.572990592188655,0.33529055061849333,0.43240963934842525,0.9764194344921123,1.271179956826831,0.0874125287966211
2010-12-22,2010-12-23,AAPL,Apple,Stock,Train,0.2956560988659309,0.6157159102645935,0.4978370145444248,0.2773711006354876,-0.390114689173771,-1.4885329450932612,0.0874125287966211,0.3791060821529569,0.2478416930505058,0.0769347274677417,0.1521894707091479,2.215730328628018,0.31175088138394413,0.3629349669431974,0.8772907601247304,1.270953230099252,0.2312774438926357
2010-12-23,2010-12-27,AAPL,Apple,Stock,Train,-0.4809131354960433,0.2956560988659309,0.6157159102645935,-0.1994402545681903,0.2498351318883933,1.9470458636259824,0.2312774438926357,0.0874125287966211,0.3791060821529569,0.0397764151422245,0.0624175931256908,3.7909875950630463,0.4688198097632343,0.3781660213998408,0.8063886120357753,1.2673859537041952,0.1109988440545586
2010-12-27,2010-12-28,AAPL,Apple,Stock,Train,0.3331648901888652,-0.4809131354960433,0.2956560988659309,0.4978370145444248,0.3456768533394661,0.0635374889256245,0.1109988440545586,0.2312774438926357,0.0874125287966211,0.2478416930505058,0.1194924869346747,0.0040370124989738,0.42964518293448983,0.3822562362241288,0.7044242221339657,1.2655303091802055,0.0590811597120367
2010-12-28,2010-12-29,AAPL,Apple,Stock,Train,0.2430661632396347,0.3331648901888652,-0.4809131354960433,0.6157159102645935,-0.4299311770043068,0.5919063831277966,0.0590811597120367,0.1109988440545586,0.2312774438926357,0.3791060821529569,0.1848408169603086,0.3503531663874299,0.4077962532806079,0.37709735850778775,0.7044480960377703,1.2475536568259973,0.0030621879075292
2010-12-29,2010-12-30,AAPL,Apple,Stock,Train,-0.0553370392009664,0.2430661632396347,0.3331648901888652,0.2956560988659309,0.0218988209654036,-1.821702807260006,0.0030621879075292,0.0590811597120367,0.1109988440545586,0.0874125287966211,0.0004795583596748,3.318601117978987,0.3425280018543185,0.3326700864697188,0.6985434082926585,1.2479675447082976,0.2523673029041799
2010-12-30,2010-12-31,AAPL,Apple,Stock,Train,-0.5023617251584559,-0.0553370392009664,0.2430661632396347,-0.4809131354960433,0.2773711006354876,1.673200279206789,0.2523673029041799,0.0030621879075292,0.0590811597120367,0.2312774438926357,0.0769347274677417,2.799599174337677,0.3917996072747046,0.39198147341344386,0.5603843502525516,1.2371615248252663,0.1158953361523829
2010-12-31,2011-01-03,AAPL,Apple,Stock,Train,-0.3404340408249195,-0.5023617251584559,-0.0553370392009664,0.3331648901888652,-0.1994402545681903,0.5515994647208131,0.1158953361523829,0.2523673029041799,0.0030621879075292,0.1109988440545586,0.0397764151422245,0.3042619694802875,0.3607910348020047,0.4096418283180705,0.45605782404014616,1.236429505851502,4.622403558664809
2011-01-03,2011-01-04,AAPL,Apple,Stock,Train,2.14997757166553,-0.3404340408249195,-0.5023617251584559,0.2430661632396347,0.4978370145444248,-0.2234106430454667,4.622403558664809,0.1158953361523829,0.2523673029041799,0.0590811597120367,0.2478416930505058,0.0499123154259889,1.0730631164779163,0.7709797257727109,0.6349303973386594,1.243099224087254,0.2709111609901374
2011-01-04,2011-01-05,AAPL,Apple,Stock,Train,0.5204912688894382,2.14997757166553,-0.3404340408249195,-0.0553370392009664,0.6157159102645935,0.8500370190406723,0.2709111609901374,4.622403558664809,0.1158953361523829,0.0030621879075292,0.3791060821529569,0.7225629337395523,1.0766155932091541,0.7717380870649369,0.6327530037758484,1.1667900148374684,0.6637393427957995
2011-01-05,2011-01-06,AAPL,Apple,Stock,Train,0.8147019963126392,0.5204912688894382,2.14997757166553,-0.5023617251584559,0.2956560988659309,-0.6077766529757186,0.6637393427957995,0.2709111609901374,4.622403558664809,0.2523673029041799,0.0874125287966211,0.3693924599023671,1.0640591499608032,0.7838858540615669,0.6309918974982521,1.1690801067452892,0.0065356715755386
2011-01-06,2011-01-07,AAPL,Apple,Stock,Train,-0.0808435005151228,0.8147019963126392,0.5204912688894382,-0.3404340408249195,-0.4809131354960433,0.8760827300205295,0.0065356715755386,0.6637393427957995,0.2709111609901374,0.1158953361523829,0.2312774438926357,0.767520949840224,0.9749354651594796,0.7929890924265293,0.6072231382654993,1.1694111232524282,0.5091856994845976
2011-01-07,2011-01-10,AAPL,Apple,Stock,Train,0.7135724907005577,-0.0808435005151228,0.8147019963126392,2.14997757166553,0.3331648901888652,-0.390114689173771,0.5091856994845976,0.0065356715755386,0.6637393427957995,4.622403558664809,0.1109988440545586,0.1521894707091479,0.8187422726936411,0.7581571315789032,0.5995210485864952,1.1566578473855385,3.48096820709434
2011-01-10,2011-01-11,AAPL,Apple,Stock,Train,1.8657352993107943,0.7135724907005577,-0.0808435005151228,0.5204912688894382,0.2430661632396347,0.2498351318883933,3.48096820709434,0.5091856994845976,0.0065356715755386,0.2709111609901374,0.0590811597120367,0.0624175931256908,0.7056830082624457,0.8909910473404109,0.6814239819945288,1.1749967423807102,0.056067812405529
2011-01-11,2011-01-12,AAPL,Apple,Stock,Train,-0.2367864278321902,1.8657352993107943,0.7135724907005577,0.8147019963126392,-0.0553370392009664,0.3456768533394661,0.056067812405529,3.48096820709434,0.5091856994845976,0.6637393427957995,0.0030621879075292,0.1194924869346747,0.8401895808748896,0.9207564341063974,0.6923460698405637,1.1715338218700952,0.6567081399422197
