Ticker,Asset,Model,LB_StdResid_Lag10_p,LB_StdResid_Lag20_p,LB_Squared_StdResid_Lag10_p,LB_Squared_StdResid_Lag20_p,ARCH_LM_Statistic,ARCH_LM_p_value,Persistence
AAPL,Apple,"GARCH(1,2)-Student-t",0.1942015669560575,0.10472309399639154,0.9614224835928052,0.9567632066622718,3.720824616072867,0.9590635313793974,0.9677172317700629
JNJ,Johnson & Johnson,"GARCH(1,2)-Normal",0.5569081975343935,0.8138460019162232,0.9995376635043866,0.965210400552917,1.2104395269491532,0.999589814523195,0.9312391290048779
JPM,JPMorgan Chase,"GARCH(1,2)-Student-t",0.581601840464198,0.23053440673339007,0.6193269677983126,0.784321658571068,8.218564749608479,0.6074972623381264,0.9779805936251158
TSLA,Tesla,"GARCH(1,1)-Normal",0.9076912474274328,0.9655366559539368,0.08622213438887597,0.30424814225742797,15.213688399778034,0.12446320662328748,0.988127747219528
WMT,Walmart,"GARCH(1,2)-Normal",0.2430114903532847,0.6327507468454947,0.9969488878949866,0.9999823668037885,1.937120037091908,0.9967997450751938,0.852745214162266
XOM,Exxon Mobil,"GARCH(2,1)-Student-t",0.9663779421317039,0.7924506035546804,0.13713512055001856,0.3042243850891763,14.260609820982689,0.16143282334151643,0.996790578332674
^GSPC,S&P 500,"GARCH(1,1)-Student-t",0.4107082622320086,0.2751165202028684,0.5668190432066448,0.7914787739920972,8.235223620163248,0.6058725356681918,0.992307312598032
